preco_imovel,condominio,iptu,rua,numero,bairro,cidade,area_util,quartos,banheiros,garagens,endereco_completo,address_found,latitude_calculada,longitude_calculada,Dist_Centro,Dist_UFSM,Dist_Royal,Dist_Pnova,Dist_HUSM,Dist_Caridade,Dist_Parque_Itaimbe,Dist_Praça_Roque,Dist_Praça_Saldanha,Dist_Club_Dores,Dist_Aeroporto,escola_fundamental,escola_infantil,geometry,apartamento,casa,cobertura,ln_preco,LISA_Cluster,p_valor_lisa
1800000,R$ 600,,Rua Barão Do Triunfo,2239.0,Nossa Senhora Medianeira,Santa Maria,220.0,3,5,2,"Rua Barão Do Triunfo, 2239 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Barão do Triunfo, 2239 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-070, Brazil",-29.6988041,-53.81309230000001,0.0007118487758876195,0.00010176039173928585,0.0004982677992688766,0.0005429884087224047,0.00010402693070694536,0.0009756716622701448,0.0005453713473491292,0.000904464258240365,0.0006507807746126408,0.0005022782386235279,9.134342744496087e-05,0,0,POINT (-53.81309230000001 -29.6988041),1,0,0,14.403297222866392,High-High (Alto-Alto),0.012
215000,R$ 250,,Rua Barão Do Triunfo,200.0,Nossa Senhora do Rosário,Santa Maria,44.0,1,1,1,"Rua Barão Do Triunfo, 200 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 200 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.68102549999999,-53.81776619999999,0.0006817355273052326,9.169229922895272e-05,0.00041120817243849326,0.0003210996033813288,9.453988294091047e-05,0.0006073706526844653,0.000670306290633618,0.0006275736110703657,0.0008418925914374978,0.00046038918015597403,8.512730986924664e-05,0,0,POINT (-53.81776619999999 -29.68102549999999),1,0,0,12.2783933071098,Low-Low (Baixo-Baixo),0.046
259000,R$ 220,,Rua Barão Do Triunfo,446.0,Nossa Senhora do Rosário,Santa Maria,41.0,1,1,1,"Rua Barão Do Triunfo, 446 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 446 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.6831761,-53.8170989,0.0007733708565619591,9.300610009647294e-05,0.00043817680027745967,0.00034249884177043157,9.582691954029222e-05,0.0006977711152431319,0.0007252827466793778,0.0007210556660129649,0.0009662031477462338,0.0004907166357694966,8.602095927578522e-05,1,0,POINT (-53.8170989 -29.6831761),1,0,0,12.464583340681674,Low-Low (Baixo-Baixo),0.001
900000,R$ 600,,Rua Barão Do Triunfo,2239.0,Nossa Senhora Medianeira,Santa Maria,220.0,3,5,2,"Rua Barão Do Triunfo, 2239 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Barão do Triunfo, 2239 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-070, Brazil",-29.6988041,-53.81309230000001,0.0007118487758876195,0.00010176039173928585,0.0004982677992688766,0.0005429884087224047,0.00010402693070694536,0.0009756716622701448,0.0005453713473491292,0.000904464258240365,0.0006507807746126408,0.0005022782386235279,9.134342744496087e-05,0,0,POINT (-53.81309230000001 -29.6988041),1,0,0,13.710150042306449,High-High (Alto-Alto),0.006
2200000,,,Rua Coronel Estácio Mariense De Lemos,125.0,Noal,Santa Maria,295.0,7,10,7,"Rua Coronel Estácio Mariense De Lemos, 125 - Noal, Santa Maria, Brasil","R. Cel. Estácio Mariense de Lemos, 125 - Noal, Santa Maria - RS, 97020-150, Brazil",-29.6950024,-53.8213288,0.0005737914840933918,9.340423818655113e-05,0.00038247223916327384,0.00063877725716435,9.545222438428304e-05,0.0006609902974235128,0.0004752020297184332,0.0006440266339394113,0.0005839472393972783,0.00039907770864122075,8.483939878518232e-05,0,1,POINT (-53.8213288 -29.6950024),0,1,0,14.603967918328545,High-High (Alto-Alto),0.005
190000,R$ 200,,Rua Barão Do Triunfo,446.0,Nossa Senhora do Rosário,Santa Maria,36.0,1,1,0,"Rua Barão Do Triunfo, 446 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 446 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.6831761,-53.8170989,0.0007733708565619591,9.300610009647294e-05,0.00043817680027745967,0.00034249884177043157,9.582691954029222e-05,0.0006977711152431319,0.0007252827466793778,0.0007210556660129649,0.0009662031477462338,0.0004907166357694966,8.602095927578522e-05,1,0,POINT (-53.8170989 -29.6831761),1,0,0,12.154779351142624,Low-Low (Baixo-Baixo),0.001
4000000,,R$ 342,Travessa Leo Muller,63.0,Noal,Santa Maria,368.0,8,5,3,"Travessa Leo Muller, 63 - Noal, Santa Maria, Brasil","Tv. Léo Müler - Santa Maria, RS, 97020-480, Brazil",-29.6918917,-53.8214921,0.0006097446881444244,9.243009778710648e-05,0.00038741861797800964,0.0005364035877622609,9.462394180113973e-05,0.0006721637885129625,0.0005113012799117317,0.0006632495078220448,0.0006441240944789897,0.00041064682251049366,8.438087797017028e-05,0,1,POINT (-53.8214921 -29.6918917),0,1,0,15.201804919084164,Não Significativo,0.43
180000,R$ 190,,Rua Barão Do Triunfo,685.0,Nossa Senhora do Rosário,Santa Maria,38.0,1,1,0,"Rua Barão Do Triunfo, 685 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 685 - Bonfim, Santa Maria - RS, 97010-070, Brazil",-29.6853477,-53.81690690000001,0.000840327572372776,9.395593327159322e-05,0.0004556661890232852,0.00036893335188910076,9.67085070091587e-05,0.0007882158834929141,0.0007411148122215816,0.0008105020720218848,0.0010314030759748052,0.00050729748588258,8.656968460293008e-05,1,0,POINT (-53.81690690000001 -29.6853477),1,0,0,12.100712129872347,Low-Low (Baixo-Baixo),0.001
1600000,,R$ 1.000,Rua Barão Do Triunfo,1965.0,Nossa Senhora de Fátima,Santa Maria,383.0,6,6,4,"Rua Barão Do Triunfo, 1965 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Barão do Triunfo, 1965 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-070, Brazil",-29.6964578,-53.8137921,0.0008053699672771012,0.00010039846438430393,0.0005104786865468412,0.000517703637359658,0.0001027805758633958,0.0011092787314750596,0.0006019014222845262,0.0010316807610600072,0.0007500168319443354,0.0005255065716391242,9.055289454825247e-05,1,1,POINT (-53.8137921 -29.6964578),0,1,0,14.28551418721001,High-High (Alto-Alto),0.002
2450000,,,Rua Visconde De Pelotas,2035.0,Nossa Senhora de Fátima,Santa Maria,364.0,3,8,2,"Rua Visconde De Pelotas, 2035 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Visc. de Pelotas, 2035 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-140, Brazil",-29.6984376,-53.8148843,0.0006774055673916633,9.994921646670773e-05,0.0004666596344349886,0.0005825147226850935,0.0001021366392330542,0.0008931929053882112,0.0005265180245758034,0.0008380468123653191,0.0006343807410688516,0.0004742707158830045,8.989352199889951e-05,0,0,POINT (-53.8148843 -29.6984376),0,1,0,14.71159858252091,Não Significativo,0.465
790000,,,Rua Vinte E Quatro De Fevereiro,421.0,Nonoai,Santa Maria,128.0,6,3,2,"Rua Vinte E Quatro De Fevereiro, 421 - Nonoai, Santa Maria, Brasil","R. Vinte e Quatro de Fevereiro, 421 - Nonoai, Santa Maria - RS, 97060-580, Brazil",-29.6980325,-53.8034866,0.0009119673575703881,0.00011168509108185855,0.0008272101608508075,0.0003681131902524198,0.00011471073519094597,0.0013647789568957483,0.0006820186374854921,0.0012293158139331138,0.0007289949300341412,0.0007695823510287101,9.967768831884532e-05,0,0,POINT (-53.8034866 -29.6980325),0,1,0,13.579788224443204,High-High (Alto-Alto),0.041
2970000,R$ 550,,Rua Barão Do Triunfo,1976.0,Nossa Senhora de Fátima,Santa Maria,405.0,3,4,4,"Rua Barão Do Triunfo, 1976 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Barão do Triunfo, 1976 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-070, Brazil",-29.6964385,-53.8131656,0.0008335704941332207,0.00010098383138672118,0.0005258480919144229,0.0005047825352649388,0.00010340653118611874,0.0011751250208604585,0.0006164449250336227,0.0010855695690169809,0.0007679028103980548,0.0005406783933554116,9.10470199756662e-05,1,1,POINT (-53.8131656 -29.6964385),1,0,0,14.904072510778882,High-High (Alto-Alto),0.001
143000,R$ 180,,Rua Barão Do Triunfo,459.0,Nossa Senhora do Rosário,Santa Maria,44.0,1,1,0,"Rua Barão Do Triunfo, 459 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 459 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.6833944,-53.81752909999999,0.0007572285670607442,9.275593882732366e-05,0.0004322428694140921,0.00034714365990071974,9.554034581036122e-05,0.0006903771645174888,0.000705642218659303,0.0007118529565987798,0.0009365164172850191,0.000482593313718577,8.576538681486205e-05,1,0,POINT (-53.81752909999999 -29.6833944),1,0,0,11.870599909242044,Low-Low (Baixo-Baixo),0.001
179000,R$ 250,,Rua Barão Do Triunfo,200.0,Nossa Senhora do Rosário,Santa Maria,44.0,1,1,0,"Rua Barão Do Triunfo, 200 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 200 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.68102549999999,-53.81776619999999,0.0006817355273052326,9.169229922895272e-05,0.00041120817243849326,0.0003210996033813288,9.453988294091047e-05,0.0006073706526844653,0.000670306290633618,0.0006275736110703657,0.0008418925914374978,0.00046038918015597403,8.512730986924664e-05,0,0,POINT (-53.81776619999999 -29.68102549999999),1,0,0,12.095141084822892,Low-Low (Baixo-Baixo),0.048
192000,R$ 190,,Rua Barão Do Triunfo,549.0,Nossa Senhora do Rosário,Santa Maria,46.0,1,1,1,"Rua Barão Do Triunfo, 549 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 549 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.684151,-53.817275,0.0007900729811318052,9.323031686346557e-05,0.0004416312981705044,0.00035531862676450605,9.600414436110453e-05,0.0007265964070422548,0.0007216648717298517,0.0007487122038341737,0.0009767795857524907,0.000492743094469976,8.608722014766616e-05,1,0,POINT (-53.817275 -29.684151),1,0,0,12.165250651009918,Low-Low (Baixo-Baixo),0.001
250000,R$ 260,,Rua Barão Do Triunfo,669.0,Nossa Senhora do Rosário,Santa Maria,48.0,1,1,0,"Rua Barão Do Triunfo, 669 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 669 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.6852341,-53.81690279999999,0.0008381543083196626,9.391792769574732e-05,0.00045510946224038045,0.0003673847328532129,9.667524043271122e-05,0.0007839673065022754,0.0007415997172935156,0.0008064893683533941,0.001030679124504103,0.0005069235050034662,8.655165320743423e-05,1,0,POINT (-53.81690279999999 -29.6852341),1,0,0,12.429216196844383,Não Significativo,0.098
2000000,,R$ 3.000,Rua Ametista,321.0,Camobi,Santa Maria,464.0,5,4,5,"Rua Ametista, 321 - Camobi, Santa Maria, Brasil","Rua Ametista, 321 - Camobi, Santa Maria - RS, 97110-772, Brazil",-29.7019474,-53.7370017,0.0001478783504758564,0.0003322904336208635,0.00017370870483108413,0.00011144443648513677,0.00039879443093941903,0.0001474015869455271,0.00015006933692069137,0.00014742406549549315,0.00014296238635691966,0.00016692931479759596,0.0002774963983383218,0,0,POINT (-53.7370017 -29.7019474),0,1,0,14.508657738524219,High-High (Alto-Alto),0.001
285000,R$ 290,,Rua Barão Do Triunfo,200.0,Nossa Senhora do Rosário,Santa Maria,69.0,2,1,1,"Rua Barão Do Triunfo, 200 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 200 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.68102549999999,-53.81776619999999,0.0006817355273052326,9.169229922895272e-05,0.00041120817243849326,0.0003210996033813288,9.453988294091047e-05,0.0006073706526844653,0.000670306290633618,0.0006275736110703657,0.0008418925914374978,0.00046038918015597403,8.512730986924664e-05,0,0,POINT (-53.81776619999999 -29.68102549999999),1,0,0,12.560244459250788,Low-Low (Baixo-Baixo),0.04
550000,R$ 350,,Rua Barão Do Triunfo,1420.0,Nossa Senhora de Fátima,Santa Maria,70.0,2,2,1,"Rua Barão Do Triunfo, 1420 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Barão do Triunfo, 1420 - Bom Fim, Santa Maria - RS, 97015-070, Brazil",-29.6912544,-53.8147903,0.001001808119107249,9.780784535885917e-05,0.0005183542905962875,0.0004406789300708588,0.00010043051069227405,0.0011880888998288298,0.0007421176160991384,0.0011676400174311877,0.0010454903562197835,0.0005601655544966646,8.910751575082405e-05,1,1,POINT (-53.8147903 -29.6912544),1,0,0,13.217673557208654,Não Significativo,0.168
280000,R$ 280,,Rua Barão Do Triunfo,549.0,Nossa Senhora do Rosário,Santa Maria,72.0,2,2,1,"Rua Barão Do Triunfo, 549 - Nossa Senhora do Rosário, Santa Maria, Brasil","R. Barão do Triunfo, 549 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-070, Brazil",-29.684151,-53.817275,0.0007900729811318052,9.323031686346557e-05,0.0004416312981705044,0.00035531862676450605,9.600414436110453e-05,0.0007265964070422548,0.0007216648717298517,0.0007487122038341737,0.0009767795857524907,0.000492743094469976,8.608722014766616e-05,1,0,POINT (-53.817275 -29.684151),1,0,0,12.542544882151386,Low-Low (Baixo-Baixo),0.001
480000,R$ 300,,Rua Barão Do Triunfo,1420.0,Nossa Senhora de Fátima,Santa Maria,74.0,2,2,1,"Rua Barão Do Triunfo, 1420 - Nossa Senhora de Fátima, Santa Maria, Brasil","R. Barão do Triunfo, 1420 - Bom Fim, Santa Maria - RS, 97015-070, Brazil",-29.6912544,-53.8147903,0.001001808119107249,9.780784535885917e-05,0.0005183542905962875,0.0004406789300708588,0.00010043051069227405,0.0011880888998288298,0.0007421176160991384,0.0011676400174311877,0.0010454903562197835,0.0005601655544966646,8.910751575082405e-05,1,1,POINT (-53.8147903 -29.6912544),1,0,0,13.081541382884074,Não Significativo,0.166
688950,,,Rua Barão Do Triunfo,2389.0,Nossa Senhora Medianeira,Santa Maria,77.0,3,3,2,"Rua Barão Do Triunfo, 2389 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Barão do Triunfo, 2389 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-070, Brazil",-29.7001127,-53.8122354,0.000672312298857387,0.00010297368894570824,0.0004973162984370204,0.0005411872728266275,0.00010519642011489029,0.0009165144777332421,0.0005214493030614852,0.0008494120390129414,0.0006084729546571425,0.00049505362660359,9.214964235820108e-05,1,0,POINT (-53.8122354 -29.7001127),1,0,0,13.44292397842205,High-High (Alto-Alto),0.001
843925,,,Rua Barão Do Triunfo,2389.0,Nossa Senhora Medianeira,Santa Maria,82.0,3,3,2,"Rua Barão Do Triunfo, 2389 - Nossa Senhora Medianeira, Santa Maria, Brasil","R. Barão do Triunfo, 2389 - Nossa Sra. Medianeira, Santa Maria - RS, 97015-070, Brazil",-29.7001127,-53.8122354,0.000672312298857387,0.00010297368894570824,0.0004973162984370204,0.0005411872728266275,0.00010519642011489029,0.0009165144777332421,0.0005214493030614852,0.0008494120390129414,0.0006084729546571425,0.00049505362660359,9.214964235820108e-05,1,0,POINT (-53.8122354 -29.7001127),1,0,0,13.64581890707034,High-High (Alto-Alto),0.001
600000,,,Rua Becker Pinto,108.0,Menino Jesus,Santa Maria,125.0,2,3,2,"Rua Becker Pinto, 108 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 108 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6835419,-53.7981658,0.0011772182922835778,0.00011021133132677574,0.0012580194984995199,0.00024940145861252676,0.00011478211726637562,0.0008320570297674832,0.0020452067754864792,0.000891184584529687,0.0011193500253124952,0.001989878443617384,0.00010157686148493792,0,0,POINT (-53.7981658 -29.6835419),1,0,0,13.304684934198283,Não Significativo,0.351
499657,R$ 350,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.121677141998664,Não Significativo,0.368
500679,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.12372045615627,Não Significativo,0.368
507657,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.137561301662174,Não Significativo,0.367
522370,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.166131428036545,Não Significativo,0.363
529102,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.178936508888858,Não Significativo,0.361
537518,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.194717526795325,Não Significativo,0.36
540986,R$ 350,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.20114867949008,Não Significativo,0.384
548986,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.215828219255767,Não Significativo,0.384
553127,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.223342910557003,Não Significativo,0.384
560266,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.236166949934542,Não Significativo,0.384
569197,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.251981874628779,Não Significativo,0.384
580839,R$ 350,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.272228888998677,Não Significativo,0.384
588839,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.285908080616313,Não Significativo,0.352
598450,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.302098258301516,Não Significativo,0.35
598841,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.30275139945751,Não Significativo,0.35
604263,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.311764812608194,Não Significativo,0.349
627181,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.348990454192135,Não Significativo,0.342
678703,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.427938902897198,Não Significativo,0.332
687163,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.440326806526299,Não Significativo,0.332
699490,R$ 350,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.458106777059824,Não Significativo,0.325
