preco_imovel,condominio,iptu,rua,numero,bairro,cidade,area_util,quartos,banheiros,garagens,endereco_completo,address_found,latitude_calculada,longitude_calculada,Dist_Centro,Dist_UFSM,Dist_Royal,Dist_Pnova,Dist_HUSM,Dist_Caridade,Dist_Parque_Itaimbe,Dist_Praça_Roque,Dist_Praça_Saldanha,Dist_Club_Dores,Dist_Aeroporto,escola_fundamental,escola_infantil,geometry,apartamento,casa,cobertura,ln_preco,LISA_Cluster,p_valor_lisa
2875000,,,Av N Sra Medianeira,1781.0,Centro,Santa Maria,258.0,3,5,3,"Av N Sra Medianeira, 1781 - Centro, Santa Maria, Brasil","Avenida Nossa Sra. Medianeira, 1781 - Nossa Sra. Medianeira, Santa Maria - RS, 97060-003, Brazil",-29.6931118,-53.8032043,0.001754661748743126,0.0001099176078518543,0.0011498415930703148,0.00033480149481189,0.00011336416356966088,0.003154928101655735,0.0010866798662172242,0.002828340215378617,0.001157227995801663,0.0011747005497782163,9.91826243105768e-05,0,0,POINT (-53.8032043 -29.6931118),1,0,0,14.871563232213587,High-High (Alto-Alto),0.001
468000,R$ 300,,Av. Medianeira,901.0,Nossa Senhora Medianeira,Santa Maria,64.0,2,2,1,"Av. Medianeira, 901 - Nossa Senhora Medianeira, Santa Maria, Brasil","Avenida Nossa Sra. Medianeira, 901 - Nossa Sra. Medianeira, Santa Maria - RS, 97060-001, Brazil",-29.6982807,-53.8099083,0.0008282689485396438,0.00010477731193902885,0.0005842672961795666,0.0004673665413475507,0.00010728516454865595,0.0012464262358910093,0.0006111206483355511,0.0011218233989417554,0.0007202783661515977,0.0005824994556578935,9.392299835376591e-05,0,1,POINT (-53.8099083 -29.6982807),1,0,0,13.056223574899784,Low-High (Baixo-Alto),0.027
750000,R$ 250,,Av. Nossa Sra. Das Dores,649.0,Nossa Senhora das Dores,Santa Maria,150.0,3,2,0,"Av. Nossa Sra. Das Dores, 649 - Nossa Senhora das Dores, Santa Maria, Brasil","Av. Nossa Sra. das Dores, 649 - Nossa Sra. das Dores, Santa Maria - RS, 97050-531, Brazil",-29.6903774,-53.7917526,0.0007620277778912317,0.00012218212732171337,0.0032466610855335183,0.000243729274018799,0.00012728078605992593,0.0007132260457722466,0.0007994418482993214,0.0007259491708731206,0.0006464776551908599,0.0017911542055651735,0.00011045124238692798,0,1,POINT (-53.7917526 -29.6903774),1,0,0,13.527828485512494,Não Significativo,0.166
610000,R$ 300,,Av. Pref. Evandro Beh,6301.0,Camobi,Santa Maria,88.0,2,2,2,"Av. Pref. Evandro Beh, 6301 - Camobi, Santa Maria, Brasil","Av. Pref. Evandro Behr - Camobi, Santa Maria - RS, Brazil",-29.7013101,-53.7215468,0.00012174389985271981,0.00044044255167099706,0.00013872125702671728,9.550941987292054e-05,0.0006368000207512336,0.00012115612477581657,0.00012357402449772784,0.00012122501952833658,0.00011853622574313068,0.00013457924953066524,0.0004582888374182567,0,1,POINT (-53.7215468 -29.7013101),1,0,0,13.321214236149494,Não Significativo,0.119
465000,R$ 600,,Avenida Ângelo Bolsson,761.0,Duque de Caxias,Santa Maria,172.0,3,2,1,"Avenida Ângelo Bolsson, 761 - Duque de Caxias, Santa Maria, Brasil","Av. Ângelo Bolson, 761 - Duque de Caxias, Santa Maria - RS, 97070-000, Brazil",-29.70195429999999,-53.81821369999999,0.0005045542946857686,9.775040184946113e-05,0.00038310396521952825,0.0008072972303883331,9.953479959723871e-05,0.0006171422775838053,0.00041585150932290396,0.0005894725566262555,0.00048172523626282946,0.00038508139913687905,8.761268695059046e-05,1,0,POINT (-53.81821369999999 -29.70195429999999),0,0,1,13.049792684569493,Não Significativo,0.069
245000,,,Avenida Ângelo Bolsson,761.0,Duque de Caxias,Santa Maria,65.0,2,1,1,"Avenida Ângelo Bolsson, 761 - Duque de Caxias, Santa Maria, Brasil","Av. Ângelo Bolson, 761 - Duque de Caxias, Santa Maria - RS, 97070-000, Brazil",-29.70195429999999,-53.81821369999999,0.0005045542946857686,9.775040184946113e-05,0.00038310396521952825,0.0008072972303883331,9.953479959723871e-05,0.0006171422775838053,0.00041585150932290396,0.0005894725566262555,0.00048172523626282946,0.00038508139913687905,8.761268695059046e-05,1,0,POINT (-53.81821369999999 -29.70195429999999),1,0,0,12.409013489526863,Não Significativo,0.097
550000,R$ 300,,Avenida Ângelo Bolsson,761.0,Duque de Caxias,Santa Maria,128.0,4,3,1,"Avenida Ângelo Bolsson, 761 - Duque de Caxias, Santa Maria, Brasil","Av. Ângelo Bolson, 761 - Duque de Caxias, Santa Maria - RS, 97070-000, Brazil",-29.70195429999999,-53.81821369999999,0.0005045542946857686,9.775040184946113e-05,0.00038310396521952825,0.0008072972303883331,9.953479959723871e-05,0.0006171422775838053,0.00041585150932290396,0.0005894725566262555,0.00048172523626282946,0.00038508139913687905,8.761268695059046e-05,1,0,POINT (-53.81821369999999 -29.70195429999999),0,0,1,13.217673557208654,Não Significativo,0.066
460000,R$ 650,,Avenida Ângelo Bolsson,761.0,Duque de Caxias,Santa Maria,172.0,3,1,1,"Avenida Ângelo Bolsson, 761 - Duque de Caxias, Santa Maria, Brasil","Av. Ângelo Bolson, 761 - Duque de Caxias, Santa Maria - RS, 97070-000, Brazil",-29.70195429999999,-53.81821369999999,0.0005045542946857686,9.775040184946113e-05,0.00038310396521952825,0.0008072972303883331,9.953479959723871e-05,0.0006171422775838053,0.00041585150932290396,0.0005894725566262555,0.00048172523626282946,0.00038508139913687905,8.761268695059046e-05,1,0,POINT (-53.81821369999999 -29.70195429999999),1,0,0,13.038981768465277,Não Significativo,0.07
245000,R$ 225,,Avenida Ângelo Bolsson,761.0,Duque de Caxias,Santa Maria,65.0,2,1,2,"Avenida Ângelo Bolsson, 761 - Duque de Caxias, Santa Maria, Brasil","Av. Ângelo Bolson, 761 - Duque de Caxias, Santa Maria - RS, 97070-000, Brazil",-29.70195429999999,-53.81821369999999,0.0005045542946857686,9.775040184946113e-05,0.00038310396521952825,0.0008072972303883331,9.953479959723871e-05,0.0006171422775838053,0.00041585150932290396,0.0005894725566262555,0.00048172523626282946,0.00038508139913687905,8.761268695059046e-05,1,0,POINT (-53.81821369999999 -29.70195429999999),1,0,0,12.409013489526863,Não Significativo,0.097
850000,,,Avenida Belém,0.0,Pinheiro Machado,Santa Maria,163.0,3,2,2,"Avenida Belém, 0 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 0 - Pinheiro Machado, Santa Maria - RS, 97070-150, Brazil",-29.6951449,-53.8579253,0.00019333394404299104,7.068910801702972e-05,0.00016326166691818644,0.000327259907219383,7.163850487902519e-05,0.00019892344868927307,0.00018383361214034907,0.0001979652311383838,0.00019846780679744715,0.0001673660783355286,6.5336270192934e-05,0,0,POINT (-53.8579253 -29.6951449),0,1,0,13.652991628466498,Não Significativo,0.223
830000,,,Avenida Belém,672.0,Pinheiro Machado,Santa Maria,167.0,3,2,2,"Avenida Belém, 672 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 672 - Pinheiro Machado, Santa Maria - RS, 97035, Brazil",-29.7007051,-53.8589929,0.00018524060932070558,7.073820248712045e-05,0.0001584041200402174,0.0003399700719830893,7.152878329919898e-05,0.00019192788062813687,0.00017544078048338022,0.00019066454149325082,0.00018884246449800947,0.0001615798992007657,6.509770356698728e-05,0,0,POINT (-53.8589929 -29.7007051),0,1,0,13.62918097977278,Não Significativo,0.368
850000,,,Avenida Belém,652.0,Pinheiro Machado,Santa Maria,168.0,3,3,2,"Avenida Belém, 652 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 652 - Pinheiro Machado, Santa Maria - RS, 97035, Brazil",-29.7007051,-53.8589929,0.00018524060932070558,7.073820248712045e-05,0.0001584041200402174,0.0003399700719830893,7.152878329919898e-05,0.00019192788062813687,0.00017544078048338022,0.00019066454149325082,0.00018884246449800947,0.0001615798992007657,6.509770356698728e-05,0,0,POINT (-53.8589929 -29.7007051),0,1,0,13.652991628466498,Não Significativo,0.372
1100000,,,Avenida Belém,160.0,Pinheiro Machado,Santa Maria,224.0,3,5,2,"Avenida Belém, 160 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 160 - Pinheiro Machado, Santa Maria - RS, 97070-150, Brazil",-29.6963067,-53.8583564,0.0001910556917506824,7.061213634554017e-05,0.00016182206235905498,0.0003289508139479781,7.152532717120692e-05,0.0001968676536351841,0.0001815276021169882,0.00019584525779230778,0.00019582437322925267,0.00016570586574552585,6.520979469394198e-05,0,0,POINT (-53.8583564 -29.6963067),0,1,0,13.9108207377686,Não Significativo,0.136
440000,,R$ 340,Avenida Belém,32.0,Pinheiro Machado,Santa Maria,76.0,2,2,1,"Avenida Belém, 32 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 32 - Pinheiro Machado, Santa Maria - RS, 97030-050, Brazil",-29.7002518,-53.85870689999999,0.00018660396516691116,7.083456520488008e-05,0.00015932201927660393,0.0003416037379742398,7.164111806657411e-05,0.00019328013696572505,0.00017673380194717313,0.00019202578851176832,0.0001903382497797964,0.00016258630328006902,6.520270414379236e-05,0,0,POINT (-53.85870689999999 -29.7002518),0,1,0,12.994530005894443,Não Significativo,0.442
600000,,R$ 480,Avenida Belém,441.0,Pinheiro Machado,Santa Maria,89.0,3,2,2,"Avenida Belém, 441 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 441 - Pinheiro Machado, Santa Maria - RS, 97030-050, Brazil",-29.6991376,-53.8588804,0.0001870558143694494,7.064852796700176e-05,0.00015943179732494386,0.000335777785984606,7.148152517265465e-05,0.00019343703236350353,0.00017735975769148833,0.00019225746038274258,0.0001910494819672668,0.00016284701044768718,6.509841952704859e-05,0,0,POINT (-53.8588804 -29.6991376),0,1,0,13.304684934198283,Não Significativo,0.224
440000,,,Avenida Belém,32.0,Pinheiro Machado,Santa Maria,94.0,2,2,1,"Avenida Belém, 32 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 32 - Pinheiro Machado, Santa Maria - RS, 97030-050, Brazil",-29.7002518,-53.85870689999999,0.00018660396516691116,7.083456520488008e-05,0.00015932201927660393,0.0003416037379742398,7.164111806657411e-05,0.00019328013696572505,0.00017673380194717313,0.00019202578851176832,0.0001903382497797964,0.00016258630328006902,6.520270414379236e-05,0,0,POINT (-53.85870689999999 -29.7002518),1,0,0,12.994530005894443,Não Significativo,0.442
240000,R$ 100,,Avenida Belém,255.0,Pinheiro Machado,Santa Maria,95.0,2,1,1,"Avenida Belém, 255 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 255 - Pinheiro Machado, Santa Maria - RS, 97035, Brazil",-29.6976028,-53.85869899999999,0.00018892930839561154,7.058449682956672e-05,0.00016051235009511595,0.0003314593625733013,7.145951805315747e-05,0.00019499228084274718,0.0001793462645643661,0.00019389916552947197,0.00019332481895667204,0.0001641700749135158,6.512015788174373e-05,0,0,POINT (-53.85869899999999 -29.6976028),0,1,0,12.388394202324129,Não Significativo,0.323
890000,,,Avenida Borges De Medeiros,1662.0,Nossa Senhora de Fátima,Santa Maria,101.0,3,2,2,"Avenida Borges De Medeiros, 1662 - Nossa Senhora de Fátima, Santa Maria, Brasil","Av. Borges de Medeiros, 1662 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-680, Brazil",-29.6904337,-53.8205915,0.0006571368436938673,9.271791765814698e-05,0.00040212783902015913,0.0004883900963877851,9.502811093541423e-05,0.0007095584240147507,0.0005510598068439973,0.0007046964087536196,0.0007091884069433128,0.000430200182589799,8.480931254431742e-05,1,1,POINT (-53.8205915 -29.6904337),1,0,0,13.698976741708323,Não Significativo,0.168
750000,R$ 900,,Avenida Borges De Medeiros,1988.0,Nossa Senhora de Fátima,Santa Maria,102.0,3,2,1,"Avenida Borges De Medeiros, 1988 - Nossa Senhora de Fátima, Santa Maria, Brasil","Av. Borges de Medeiros, 1988 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-090, Brazil",-29.69374179999999,-53.8198235,0.0006441243222331793,9.429701548161578e-05,0.00040892738138569344,0.0005679757027244911,9.648809820934889e-05,0.0007447452349413123,0.0005244186434781249,0.0007264847680646119,0.0006609286298157988,0.0004300746575192423,8.57549342812734e-05,1,1,POINT (-53.8198235 -29.69374179999999),1,0,0,13.527828485512494,Não Significativo,0.474
800000,,,Avenida Borges De Medeiros,1333.0,Centro,Santa Maria,164.0,4,3,2,"Avenida Borges De Medeiros, 1333 - Centro, Santa Maria, Brasil","Av. Borges de Medeiros, 1333 - Nossa Sra. de Lourdes, Santa Maria - RS, 97010-081, Brazil",-29.6879111,-53.8218872,0.0006141843550296018,9.09544822759569e-05,0.00038118900660894504,0.00044248516579588283,9.330160531172181e-05,0.0006300362357140127,0.0005370956675771576,0.0006324475385816271,0.0006833554639875634,0.000411038838299974,8.357898521545497e-05,1,0,POINT (-53.8218872 -29.6879111),1,0,0,13.592367006650065,Não Significativo,0.437
852000,,,Avenida Borges De Medeiros,1333.0,Centro,Santa Maria,164.0,4,3,2,"Avenida Borges De Medeiros, 1333 - Centro, Santa Maria, Brasil","Av. Borges de Medeiros, 1333 - Nossa Sra. de Lourdes, Santa Maria - RS, 97010-081, Brazil",-29.6879111,-53.8218872,0.0006141843550296018,9.09544822759569e-05,0.00038118900660894504,0.00044248516579588283,9.330160531172181e-05,0.0006300362357140127,0.0005370956675771576,0.0006324475385816271,0.0006833554639875634,0.000411038838299974,8.357898521545497e-05,1,0,POINT (-53.8218872 -29.6879111),1,0,0,13.655341805811453,Não Significativo,0.443
299000,,,Avenida Borges De Medeiros,1775.0,Nossa Senhora de Fátima,Santa Maria,105.0,3,2,1,"Avenida Borges De Medeiros, 1775 - Nossa Senhora de Fátima, Santa Maria, Brasil","Av. Borges de Medeiros, 1775 - Centro, Santa Maria - RS, 97015-090, Brazil",-29.6916347,-53.8208215,0.0006368806590107944,9.288837346334766e-05,0.0003977072321169164,0.0005214283493505085,9.513010968962548e-05,0.0007027303909538606,0.0005305280381112669,0.0006937932470162701,0.0006749331980418599,0.00042261176654203095,8.48078040886491e-05,0,1,POINT (-53.8208215 -29.6916347),1,0,0,12.608198852372823,Low-High (Baixo-Alto),0.014
560000,R$ 500,,Avenida Borges De Medeiros,1988.0,Nossa Senhora de Fátima,Santa Maria,106.0,3,2,1,"Avenida Borges De Medeiros, 1988 - Nossa Senhora de Fátima, Santa Maria, Brasil","Av. Borges de Medeiros, 1988 - Nossa Sra. de Fátima, Santa Maria - RS, 97015-090, Brazil",-29.69374179999999,-53.8198235,0.0006441243222331793,9.429701548161578e-05,0.00040892738138569344,0.0005679757027244911,9.648809820934889e-05,0.0007447452349413123,0.0005244186434781249,0.0007264847680646119,0.0006609286298157988,0.0004300746575192423,8.57549342812734e-05,1,1,POINT (-53.8198235 -29.69374179999999),1,0,0,13.235692062711331,Não Significativo,0.44
530000,R$ 400,,Avenida Borges De Medeiros,1320.0,Nossa Senhora do Rosário,Santa Maria,119.0,3,4,1,"Avenida Borges De Medeiros, 1320 - Nossa Senhora do Rosário, Santa Maria, Brasil","Av. Borges de Medeiros, 1320 - Nossa Sra. de Fátima, Santa Maria - RS, 97043-130, Brazil",-29.67600269999999,-53.82585340000001,0.0004120346032832846,8.439546719468445e-05,0.0002958609980081418,0.00028786219283170525,8.689273839881672e-05,0.00038534564467362285,0.00041316397336651546,0.0003925978529606659,0.0004664487207795823,0.0003215139688944795,7.904094495316223e-05,1,1,POINT (-53.82585340000001 -29.67600269999999),1,0,0,13.180632285528304,Não Significativo,0.223
580000,R$ 210,,Avenida Borges De Medeiros,1320.0,Bonfim,Santa Maria,119.0,3,4,1,"Avenida Borges De Medeiros, 1320 - Bonfim, Santa Maria, Brasil","Av. Borges de Medeiros, 1320 - Nossa Sra. de Fátima, Santa Maria - RS, 97010-080, Brazil",-29.6876435,-53.8215776,0.0006253171367279936,9.110618023121086e-05,0.000385133067893315,0.0004351854363941521,9.348135788658987e-05,0.0006381634496531612,0.0005473131363027939,0.0006415154250058945,0.0006994397486765696,0.000416135712184534,8.374510794022088e-05,1,0,POINT (-53.8215776 -29.6876435),1,0,0,13.270783382522602,Não Significativo,0.367
790000,,,Avenida Borges De Medeiros,983.0,Nossa Senhora do Rosário,Santa Maria,140.0,3,2,2,"Avenida Borges De Medeiros, 983 - Nossa Senhora do Rosário, Santa Maria, Brasil","Av. Borges de Medeiros, 983 - Nossa Sra. de Fátima, Santa Maria - RS, 97010-081, Brazil",-29.6849879,-53.82300129999999,0.0005640675417595071,8.922699501822937e-05,0.00035989225214524257,0.00039379099725715954,9.162370909783923e-05,0.0005548658119275164,0.0005159905693731762,0.0005613430314139122,0.0006407183138690197,0.00039045443270849885,8.240080475889696e-05,0,1,POINT (-53.82300129999999 -29.6849879),0,1,0,13.579788224443204,Não Significativo,0.227
598000,R$ 300,,Avenida Borges De Medeiros,1442.0,Nossa Senhora de Fátima,Santa Maria,145.0,3,4,1,"Avenida Borges De Medeiros, 1442 - Nossa Senhora de Fátima, Santa Maria, Brasil","Av. Borges de Medeiros, 1442 - Nossa Sra. de Fátima, Santa Maria - RS, 97010-080, Brazil",-29.6890573,-53.8211337,0.0006420956255233367,9.187932036952322e-05,0.0003934333866768156,0.00046155801964398017,9.42203398905473e-05,0.0006731073670878506,0.0005498049332297038,0.0006728799057830289,0.0007063269779534286,0.0004231156222247065,8.424945705545613e-05,1,1,POINT (-53.8211337 -29.6890573),1,0,0,13.301346032932768,Não Significativo,0.192
852000,,,Avenida Borges De Medeiros,1333.0,Centro,Santa Maria,162.0,3,3,2,"Avenida Borges De Medeiros, 1333 - Centro, Santa Maria, Brasil","Av. Borges de Medeiros, 1333 - Nossa Sra. de Lourdes, Santa Maria - RS, 97010-081, Brazil",-29.6879111,-53.8218872,0.0006141843550296018,9.09544822759569e-05,0.00038118900660894504,0.00044248516579588283,9.330160531172181e-05,0.0006300362357140127,0.0005370956675771576,0.0006324475385816271,0.0006833554639875634,0.000411038838299974,8.357898521545497e-05,1,0,POINT (-53.8218872 -29.6879111),1,0,0,13.655341805811453,Não Significativo,0.443
852000,,,Avenida Borges De Medeiros,1333.0,Centro,Santa Maria,165.0,4,3,2,"Avenida Borges De Medeiros, 1333 - Centro, Santa Maria, Brasil","Av. Borges de Medeiros, 1333 - Nossa Sra. de Lourdes, Santa Maria - RS, 97010-081, Brazil",-29.6879111,-53.8218872,0.0006141843550296018,9.09544822759569e-05,0.00038118900660894504,0.00044248516579588283,9.330160531172181e-05,0.0006300362357140127,0.0005370956675771576,0.0006324475385816271,0.0006833554639875634,0.000411038838299974,8.357898521545497e-05,1,0,POINT (-53.8218872 -29.6879111),1,0,0,13.655341805811453,Não Significativo,0.443
900000,R$ 400,,Avenida Borges De Medeiros,1333.0,Centro,Santa Maria,165.0,3,4,2,"Avenida Borges De Medeiros, 1333 - Centro, Santa Maria, Brasil","Av. Borges de Medeiros, 1333 - Nossa Sra. de Lourdes, Santa Maria - RS, 97010-081, Brazil",-29.6879111,-53.8218872,0.0006141843550296018,9.09544822759569e-05,0.00038118900660894504,0.00044248516579588283,9.330160531172181e-05,0.0006300362357140127,0.0005370956675771576,0.0006324475385816271,0.0006833554639875634,0.000411038838299974,8.357898521545497e-05,1,0,POINT (-53.8218872 -29.6879111),1,0,0,13.710150042306449,Não Significativo,0.453
850000,R$ 300,,Avenida Borges De Medeiros,1333.0,Bonfim,Santa Maria,167.0,3,4,2,"Avenida Borges De Medeiros, 1333 - Bonfim, Santa Maria, Brasil","Av. Borges de Medeiros, 1333 - Nossa Sra. de Lourdes, Santa Maria - RS, 97010-081, Brazil",-29.6879111,-53.8218872,0.0006141843550296018,9.09544822759569e-05,0.00038118900660894504,0.00044248516579588283,9.330160531172181e-05,0.0006300362357140127,0.0005370956675771576,0.0006324475385816271,0.0006833554639875634,0.000411038838299974,8.357898521545497e-05,1,0,POINT (-53.8218872 -29.6879111),1,0,0,13.652991628466498,Não Significativo,0.443
690000,,,Avenida Borges De Medeiros,1026.0,Nossa Senhora do Rosário,Santa Maria,187.0,2,2,3,"Avenida Borges De Medeiros, 1026 - Nossa Senhora do Rosário, Santa Maria, Brasil","Av. Borges de Medeiros, 1026 - Nossa Sra. do Rosario, Santa Maria - RS, 97010-080, Brazil",-29.6850734,-53.8225084,0.0005799792211344322,8.961043107906722e-05,0.0003663041063184374,0.0003933037964942969,9.20314614242596e-05,0.0005697915659625848,0.0005289801116902269,0.0005768022556650605,0.000661166783255351,0.0003979942905059627,8.273232897955597e-05,0,1,POINT (-53.8225084 -29.6850734),0,1,0,13.444446876573442,High-Low (Alto-Baixo),0.036
